timestamp,pod,cpu_m,mem_mi
1788205398,s0-7858bb7b56-4c22f,111,159
1788205398,s1-7d66c7d4c5-97jlk,200,158
1788205398,s2-5f46b67bc6-pswkd,221,142
1788205398,s3-79b96b87f7-8n5lq,137,146
1788205403,gw-nginx-554c75559c-97p9m,6,8
1788205403,s0-7858bb7b56-4c22f,111,159
1788205403,s1-7d66c7d4c5-97jlk,200,158
1788205403,s2-5f46b67bc6-pswkd,221,142
1788205403,s3-79b96b87f7-8n5lq,137,146
1788205408,gw-nginx-554c75559c-97p9m,6,8
1788205408,s0-7858bb7b56-4c22f,111,159
1788205408,s1-7d66c7d4c5-97jlk,200,158
1788205408,s2-5f46b67bc6-pswkd,221,142
1788205408,s3-79b96b87f7-8n5lq,137,146
1788205413,gw-nginx-554c75559c-97p9m,19,8
1788205413,s0-7858bb7b56-4c22f,395,158
1788205413,s1-7d66c7d4c5-97jlk,299,157
1788205413,s2-5f46b67bc6-pswkd,641,142
1788205413,s3-79b96b87f7-8n5lq,170,147
1788205418,gw-nginx-554c75559c-97p9m,19,8
1788205418,s0-7858bb7b56-4c22f,395,158
1788205418,s1-7d66c7d4c5-97jlk,299,157
1788205418,s2-5f46b67bc6-pswkd,641,142
1788205418,s3-79b96b87f7-8n5lq,170,147
1788205423,gw-nginx-554c75559c-97p9m,19,8
1788205423,s0-7858bb7b56-4c22f,395,158
1788205423,s1-7d66c7d4c5-97jlk,299,157
1788205423,s2-5f46b67bc6-pswkd,641,142
1788205423,s3-79b96b87f7-8n5lq,170,147
1788205428,gw-nginx-554c75559c-97p9m,8,7
1788205428,s0-7858bb7b56-4c22f,108,158
1788205428,s1-7d66c7d4c5-97jlk,107,156
1788205428,s2-5f46b67bc6-pswkd,175,141
1788205428,s3-79b96b87f7-8n5lq,48,147
1788205433,gw-nginx-554c75559c-97p9m,8,7
1788205433,s0-7858bb7b56-4c22f,108,158
1788205433,s1-7d66c7d4c5-97jlk,107,156
1788205433,s2-5f46b67bc6-pswkd,175,141
1788205433,s3-79b96b87f7-8n5lq,48,147
1788205438,gw-nginx-554c75559c-97p9m,8,7
1788205438,s0-7858bb7b56-4c22f,108,158
1788205438,s1-7d66c7d4c5-97jlk,107,156
1788205438,s2-5f46b67bc6-pswkd,175,141
1788205438,s3-79b96b87f7-8n5lq,48,147
1788205444,gw-nginx-554c75559c-97p9m,8,7
1788205444,s0-7858bb7b56-4c22f,73,160
1788205444,s1-7d66c7d4c5-97jlk,39,157
1788205444,s2-5f46b67bc6-pswkd,53,142
1788205444,s3-79b96b87f7-8n5lq,66,148
1788205449,gw-nginx-554c75559c-97p9m,8,7
1788205449,s0-7858bb7b56-4c22f,73,160
1788205449,s1-7d66c7d4c5-97jlk,39,157
1788205449,s2-5f46b67bc6-pswkd,53,142
1788205449,s3-79b96b87f7-8n5lq,66,148
1788205454,gw-nginx-554c75559c-97p9m,8,7
1788205454,s0-7858bb7b56-4c22f,73,160
1788205454,s1-7d66c7d4c5-97jlk,39,157
1788205454,s2-5f46b67bc6-pswkd,53,142
1788205454,s3-79b96b87f7-8n5lq,66,148
1788205459,gw-nginx-554c75559c-97p9m,15,8
1788205459,s0-7858bb7b56-4c22f,469,159
1788205459,s1-7d66c7d4c5-97jlk,433,157
1788205459,s2-5f46b67bc6-pswkd,709,141
1788205459,s3-79b96b87f7-8n5lq,268,147
1788205464,gw-nginx-554c75559c-97p9m,15,8
1788205464,s0-7858bb7b56-4c22f,469,159
1788205464,s1-7d66c7d4c5-97jlk,433,157
1788205464,s2-5f46b67bc6-pswkd,709,141
1788205464,s3-79b96b87f7-8n5lq,268,147
1788205469,gw-nginx-554c75559c-97p9m,15,8
1788205469,s0-7858bb7b56-4c22f,469,159
1788205469,s1-7d66c7d4c5-97jlk,433,157
1788205469,s2-5f46b67bc6-pswkd,709,141
1788205469,s3-79b96b87f7-8n5lq,268,147
1788205474,gw-nginx-554c75559c-97p9m,5,8
1788205474,s0-7858bb7b56-4c22f,195,158
1788205474,s1-7d66c7d4c5-97jlk,141,156
1788205474,s2-5f46b67bc6-pswkd,37,142
1788205474,s3-79b96b87f7-8n5lq,84,147
1788205479,gw-nginx-554c75559c-97p9m,5,8
1788205479,s0-7858bb7b56-4c22f,195,158
1788205479,s1-7d66c7d4c5-97jlk,141,156
1788205479,s2-5f46b67bc6-pswkd,37,142
1788205479,s3-79b96b87f7-8n5lq,84,147
1788205484,gw-nginx-554c75559c-97p9m,5,8
1788205484,s0-7858bb7b56-4c22f,195,158
1788205484,s1-7d66c7d4c5-97jlk,141,156
1788205484,s2-5f46b67bc6-pswkd,37,142
1788205484,s3-79b96b87f7-8n5lq,84,147
1788205489,gw-nginx-554c75559c-97p9m,7,8
1788205489,s0-7858bb7b56-4c22f,125,159
1788205489,s1-7d66c7d4c5-97jlk,102,157
1788205489,s2-5f46b67bc6-pswkd,108,141
1788205489,s3-79b96b87f7-8n5lq,84,147
1788205494,gw-nginx-554c75559c-97p9m,7,8
1788205494,s0-7858bb7b56-4c22f,125,159
1788205494,s1-7d66c7d4c5-97jlk,102,157
1788205494,s2-5f46b67bc6-pswkd,108,141
1788205494,s3-79b96b87f7-8n5lq,84,147
1788205499,gw-nginx-554c75559c-97p9m,7,8
1788205499,s0-7858bb7b56-4c22f,125,159
1788205499,s1-7d66c7d4c5-97jlk,102,157
1788205499,s2-5f46b67bc6-pswkd,108,141
1788205499,s3-79b96b87f7-8n5lq,84,147
1788205504,gw-nginx-554c75559c-97p9m,21,9
1788205504,s0-7858bb7b56-4c22f,125,159
1788205504,s1-7d66c7d4c5-97jlk,277,157
1788205504,s2-5f46b67bc6-pswkd,410,142
1788205504,s3-79b96b87f7-8n5lq,98,148
1788205509,gw-nginx-554c75559c-97p9m,21,9
1788205509,s0-7858bb7b56-4c22f,125,159
1788205509,s1-7d66c7d4c5-97jlk,277,157
1788205509,s2-5f46b67bc6-pswkd,410,142
1788205509,s3-79b96b87f7-8n5lq,98,148
1788205514,gw-nginx-554c75559c-97p9m,21,9
1788205514,s0-7858bb7b56-4c22f,125,159
1788205514,s1-7d66c7d4c5-97jlk,277,157
1788205514,s2-5f46b67bc6-pswkd,410,142
1788205514,s3-79b96b87f7-8n5lq,98,148
1788205519,gw-nginx-554c75559c-97p9m,22,9
1788205519,s0-7858bb7b56-4c22f,401,160
1788205519,s1-7d66c7d4c5-97jlk,367,158
1788205519,s2-5f46b67bc6-pswkd,757,142
1788205519,s3-79b96b87f7-8n5lq,225,148
1788205524,gw-nginx-554c75559c-97p9m,22,9
1788205524,s0-7858bb7b56-4c22f,401,160
1788205524,s1-7d66c7d4c5-97jlk,367,158
1788205524,s2-5f46b67bc6-pswkd,757,142
1788205524,s3-79b96b87f7-8n5lq,225,148
1788205529,gw-nginx-554c75559c-97p9m,22,9
1788205529,s0-7858bb7b56-4c22f,401,160
1788205529,s1-7d66c7d4c5-97jlk,367,158
1788205529,s2-5f46b67bc6-pswkd,757,142
1788205529,s3-79b96b87f7-8n5lq,225,148
1788205534,gw-nginx-554c75559c-97p9m,9,8
1788205534,s0-7858bb7b56-4c22f,314,159
1788205534,s1-7d66c7d4c5-97jlk,139,158
1788205534,s2-5f46b67bc6-pswkd,188,142
1788205534,s3-79b96b87f7-8n5lq,108,148
1788205539,gw-nginx-554c75559c-97p9m,9,8
1788205539,s0-7858bb7b56-4c22f,314,159
1788205539,s1-7d66c7d4c5-97jlk,139,158
1788205539,s2-5f46b67bc6-pswkd,188,142
1788205539,s3-79b96b87f7-8n5lq,108,148
1788205545,gw-nginx-554c75559c-97p9m,9,8
1788205545,s0-7858bb7b56-4c22f,314,159
1788205545,s1-7d66c7d4c5-97jlk,139,158
1788205545,s2-5f46b67bc6-pswkd,188,142
1788205545,s3-79b96b87f7-8n5lq,108,148
1788205550,gw-nginx-554c75559c-97p9m,10,8
1788205550,s0-7858bb7b56-4c22f,58,159
1788205550,s1-7d66c7d4c5-97jlk,106,157
1788205550,s2-5f46b67bc6-pswkd,194,141
1788205550,s3-79b96b87f7-8n5lq,62,148
1788205555,gw-nginx-554c75559c-97p9m,10,8
1788205555,s0-7858bb7b56-4c22f,58,159
1788205555,s1-7d66c7d4c5-97jlk,106,157
1788205555,s2-5f46b67bc6-pswkd,194,141
1788205555,s3-79b96b87f7-8n5lq,62,148
